#airline_name	IATA_country_source	airport_source	IATA_destination_country	destination_country
3U	China	CTU	China	WUH
3U	China	CTU	China	WUX
3U	China	CTU	China	WXN
3U	China	CTU	China	XIC
3U	China	CTU	China	XIY
3U	China	CTU	China	XMN
3U	China	CTU	China	XNN
3U	China	CTU	China	XUZ
3U	China	CTU	China	YIH
3U	China	CTU	China	YTY
3U	China	CZX	China	CKG
3U	China	CZX	China	HRB
3U	China	CZX	China	XMN
3U	China	CZX	China	ZUH
3U	China	DAT	China	TYN
3U	China	DCY	China	CTU
3U	China	DLC	China	CKG
3U	China	DLC	China	HGH
3U	China	DLC	China	HRB
3U	China	DLC	China	TNA
3U	China	DLC	China	XUZ
3U	China	DNH	China	LHW
3U	China	DSN	China	CTU
3U	China	DSN	China	SHE
3U	China	DYG	China	CKG
3U	China	DYG	China	NKG
3U	China	FOC	China	CSX
3U	China	FOC	China	XIY
3U	China	GXH	China	LXA
3U	China	GXH	China	XIY
3U	China	HAK	China	CKG
3U	China	HAK	China	CTU
3U	China	HAK	China	HGH
3U	China	HAK	China	NGB
3U	China	HAK	China	ZUH
3U	China	HDG	China	CTU
3U	China	HET	China	CTU
3U	China	HFE	China	CTU
3U	China	HGH	China	CGO
3U	China	HGH	China	CKG
3U	China	HGH	China	CTU
3U	China	HGH	China	DLC
3U	China	HGH	China	HAK
3U	China	HGH	China	KWE
3U	China	HGH	China	TSN
3U	China	HGH	China	TYN
3U	Hong Kong	HKG	China	CTU
3U	Hong Kong	HKG	China	YIH
3U	Hong Kong	HKG	China	ZHA
3U	Thailand	HKT	China	CKG
3U	Thailand	HKT	China	CTU
3U	China	HRB	China	CGO
3U	China	HRB	China	CZX
3U	China	HRB	China	DLC
3U	China	HRB	NA	INC
3U	China	HRB	China	NGB
3U	China	HRB	China	NKG
3U	China	HRB	China	NZH
3U	China	HRB	China	SJW
3U	China	HRB	China	TNA
3U	China	HRB	China	TSN
3U	China	HRB	China	WNZ
3U	China	HRB	China	WUH
3U	China	HRB	China	XIY
3U	China	HRB	China	XUZ
3U	South Korea	ICN	China	CTU
3U	NA	INC	China	CKG
3U	NA	INC	China	CTU
3U	NA	INC	China	HRB
3U	NA	INC	China	KWL
3U	China	JGN	China	LHW
3U	China	JHG	China	CTU
3U	China	JHG	China	KMG
3U	China	JIQ	China	CTU
3U	China	JJN	China	KWE
3U	China	JJN	China	WUH
3U	China	JZH	China	CTU
3U	China	KHG	China	URC
3U	China	KHN	China	CKG
3U	China	KHN	China	CTU
3U	China	KHN	China	KMG
3U	China	KHN	China	NGB
3U	China	KMG	China	CGO
3U	China	KMG	China	CKG
3U	China	KMG	China	CSX
3U	China	KMG	China	CTU
3U	China	KMG	China	JHG
3U	China	KMG	China	KHN
3U	China	KMG	China	KWE
3U	China	KMG	China	LUM
3U	China	KMG	China	NGB
3U	China	KMG	China	NKG
3U	China	KMG	China	TAO
3U	China	KMG	China	TNA
3U	China	KMG	Taiwan	TPE
3U	China	KMG	China	WXN
3U	China	KMG	China	XIY
3U	China	KMG	China	XMN
3U	China	KMG	China	XUZ
3U	China	KOW	China	CTU
3U	China	KOW	China	XMN
3U	China	KWE	China	CTU
3U	China	KWE	China	HGH
3U	China	KWE	China	JJN
3U	China	KWE	China	KMG
3U	China	KWE	China	LHW
3U	China	KWE	China	SYX
3U	China	KWE	China	WNZ
3U	China	KWE	China	XUZ
3U	China	KWL	NA	INC
3U	China	KWL	China	SJW
3U	China	KWL	China	SYX
3U	China	LHW	China	CKG
3U	China	LHW	China	CTU
3U	China	LHW	China	DNH
3U	China	LHW	China	JGN
3U	China	LHW	China	KWE
3U	China	LHW	China	TSN
3U	China	LJG	China	CKG
3U	China	LJG	China	CTU
3U	China	LJG	China	MIG
3U	China	LUM	China	CTU
3U	China	LUM	China	KMG
3U	China	LXA	China	CKG
3U	China	LXA	China	CTU
3U	China	LXA	China	GXH
3U	China	LXA	China	XIY
3U	China	LXA	China	XNN
3U	China	LYI	China	XIY
3U	China	LZY	China	CTU
3U	Australia	MEL	China	CTU
3U	China	MIG	China	LJG
3U	China	MIG	China	NKG
3U	China	MIG	China	SYX
3U	China	MIG	China	XNN
3U	China	NGB	China	CKG
3U	China	NGB	China	HAK
3U	China	NGB	China	HRB
3U	China	NGB	China	KHN
3U	China	NGB	China	KMG
3U	China	NGB	China	SHE
3U	China	NGB	China	SYX
3U	China	NKG	China	CGQ
3U	China	NKG	China	CKG
3U	China	NKG	China	CTU
3U	China	NKG	China	DYG
3U	China	NKG	China	HRB
3U	China	NKG	China	KMG
3U	China	NKG	China	MIG
3U	China	NKG	China	SYX
3U	China	NNG	China	CKG
3U	China	NNG	China	CTU
3U	China	NNG	Vietnam	SGN
3U	China	NNG	China	WUH
3U	NA	NTG	China	WUH
3U	China	NZH	China	HRB
3U	China	PEK	China	CKG
3U	China	PEK	China	CTU
3U	China	PEK	China	WXN
3U	China	PEK	China	ZHY
3U	China	PVG	China	CKG
3U	China	PVG	China	CTU
3U	China	PVG	Northern Mariana Islands	SPN
3U	China	PZI	China	CKG
3U	China	PZI	China	CTU
3U	Vietnam	SGN	China	NNG
3U	China	SHE	China	CSX
3U	China	SHE	China	CTU
3U	China	SHE	China	DSN
3U	China	SHE	China	NGB
3U	China	SHE	China	TYN
3U	China	SHE	China	XUZ
3U	China	SHE	Canada	YVR
3U	China	SJW	China	CTU
3U	China	SJW	China	HRB
3U	China	SJW	China	KWL
3U	Northern Mariana Islands	SPN	China	CAN
3U	Northern Mariana Islands	SPN	China	PVG
3U	China	SWA	China	CKG
3U	Australia	SYD	China	CKG
3U	China	SYX	China	CKG
3U	China	SYX	China	CTU
3U	China	SYX	China	KWE
3U	China	SYX	China	KWL
3U	China	SYX	China	MIG
3U	China	SYX	China	NGB
3U	China	SYX	China	NKG
3U	China	SYX	China	TNA
3U	China	SYX	China	WNZ
3U	China	SYX	China	YBP
3U	China	SZX	China	CKG
3U	China	SZX	China	CTU
3U	China	SZX	China	WXN
3U	China	TAO	China	CTU
3U	China	TAO	China	KMG
3U	China	TNA	China	CGQ
3U	China	TNA	China	CKG
3U	China	TNA	China	CTU
3U	China	TNA	China	DLC
3U	China	TNA	China	HRB
3U	China	TNA	China	KMG
3U	China	TNA	China	SYX
3U	China	TNA	China	XIY
3U	Taiwan	TPE	China	KMG
3U	Taiwan	TSA	China	CKG
3U	Taiwan	TSA	China	CTU
3U	China	TSN	China	CGQ
3U	China	TSN	China	CKG
3U	China	TSN	China	CTU
3U	China	TSN	China	HGH
3U	China	TSN	China	HRB
3U	China	TSN	China	LHW
3U	NA	TVS	China	TYN
3U	China	TYN	China	CKG
3U	China	TYN	China	CTU
3U	China	TYN	China	DAT
3U	China	TYN	China	HGH
3U	China	TYN	China	SHE
3U	China	TYN	NA	TVS
3U	China	URC	China	CGO
3U	China	URC	China	CKG
3U	China	URC	China	CTU
3U	China	URC	China	KHG
3U	China	URC	China	XIY
3U	China	UYN	China	XIY
3U	China	WNZ	China	CSX
3U	China	WNZ	China	CTU
3U	China	WNZ	China	HRB
3U	China	WNZ	China	KWE
3U	China	WNZ	China	SYX
3U	China	WUH	China	CKG
3U	China	WUH	China	CTU
3U	China	WUH	China	HRB
3U	China	WUH	China	JJN
3U	China	WUH	China	NNG
3U	China	WUH	NA	NTG
3U	China	WUX	China	CKG
3U	China	WUX	China	CTU
3U	China	WXN	China	CTU
3U	China	WXN	China	KMG
3U	China	WXN	China	PEK
3U	China	WXN	China	SZX
3U	China	XIC	China	CTU
3U	China	XIY	China	BHY
3U	China	XIY	China	CKG
3U	China	XIY	China	CTU
3U	China	XIY	China	FOC
3U	China	XIY	China	GXH
3U	China	XIY	China	HRB
3U	China	XIY	China	KMG
3U	China	XIY	China	LXA
3U	China	XIY	China	LYI
3U	China	XIY	China	TNA
3U	China	XIY	China	URC
3U	China	XIY	China	UYN
3U	China	XIY	China	XMN
3U	China	XIY	China	XNN
3U	China	XIY	China	YBP
3U	China	XMN	China	CSX
3U	China	XMN	China	CTU
3U	China	XMN	China	CZX
3U	China	XMN	China	KMG
3U	China	XMN	China	KOW
3U	China	XMN	China	XIY
3U	China	XNN	China	CKG
3U	China	XNN	China	CTU
3U	China	XNN	China	LXA
3U	China	XNN	China	MIG
3U	China	XNN	China	XIY
3U	China	XNN	China	ZHY
3U	China	XUZ	China	CTU
3U	China	XUZ	China	DLC
3U	China	XUZ	China	HRB
3U	China	XUZ	China	KMG
3U	China	XUZ	China	KWE
3U	China	XUZ	China	SHE
3U	China	YBP	China	SYX
3U	China	YBP	China	XIY
3U	China	YIH	China	CKG
3U	China	YIH	China	CTU
3U	China	YIH	Hong Kong	HKG
3U	China	YTY	China	CTU
3U	Canada	YVR	China	SHE
3U	China	ZHA	China	CKG
3U	China	ZHA	Hong Kong	HKG
3U	China	ZHY	China	PEK
3U	China	ZHY	China	XNN
3U	China	ZUH	China	CZX
3U	China	ZUH	China	HAK
4B	United States	LAS	United States	LAX
4B	United States	LAX	United States	LAS
4D	Egypt	CAI	Israel	TLV
4D	Israel	TLV	Egypt	CAI
4E	United States	MCG	United States	NIB
4E	United States	MCG	NA	TCT
4E	United States	NIB	United States	MCG
4E	NA	TCT	United States	TLJ
4E	United States	TLJ	United States	MCG
4G	Russia	EYK	Russia	VKO
4G	Uzbekistan	NCU	Russia	VKO
4G	Russia	NUX	Russia	TJM
4G	Russia	NUX	Russia	UFA
4G	Russia	NUX	Russia	VKO
4G	Russia	NYM	Russia	OVS
4G	Russia	NYM	Russia	VKO
4G	Russia	OVS	Russia	NYM
4G	Russia	OVS	Russia	SVX
4G	Russia	OVS	Russia	VKO
4G	Russia	SVX	Russia	OVS
4G	Russia	TJM	Russia	NUX
4G	Russia	UCT	Russia	VKO
4G	Russia	UFA	Russia	NUX
4G	Russia	VKO	Russia	EYK
4G	Russia	VKO	Uzbekistan	NCU
4G	Russia	VKO	Russia	NUX
4G	Russia	VKO	Russia	NYM
4G	Russia	VKO	Russia	OVS
4G	Russia	VKO	Russia	UCT
4H	Thailand	BKK	Bangladesh	DAC
4H	Bangladesh	BZL	Bangladesh	DAC
4H	India	CCU	Bangladesh	CGP
4H	India	CCU	Bangladesh	DAC
4H	Bangladesh	CGP	India	CCU
4H	Bangladesh	CGP	Bangladesh	DAC
4H	Bangladesh	CGP	Oman	MCT
4H	Bangladesh	CXB	Bangladesh	DAC
4H	Bangladesh	DAC	Thailand	BKK
4H	Bangladesh	DAC	Bangladesh	BZL
4H	Bangladesh	DAC	India	CCU
4H	Bangladesh	DAC	Bangladesh	CGP
4H	Bangladesh	DAC	Bangladesh	CXB
4H	Bangladesh	DAC	United Arab Emirates	DXB
4H	Bangladesh	DAC	Saudi Arabia	JED
4H	Bangladesh	DAC	Bangladesh	JSR
4H	Bangladesh	DAC	Nepal	KTM
4H	Bangladesh	DAC	Malaysia	KUL
4H	Bangladesh	DAC	Oman	MCT
4H	Bangladesh	DAC	Bangladesh	SPD
4H	Bangladesh	DAC	Bangladesh	ZYL
4H	United Arab Emirates	DXB	Bangladesh	DAC
4H	Saudi Arabia	JED	Bangladesh	DAC
4H	Bangladesh	JSR	Bangladesh	DAC
4H	Nepal	KTM	Bangladesh	DAC
4H	Malaysia	KUL	Bangladesh	DAC
4H	Oman	MCT	Bangladesh	CGP
4H	Oman	MCT	Bangladesh	DAC
4H	Bangladesh	RJH	Bangladesh	DAC
4H	Bangladesh	SPD	Bangladesh	DAC
4H	Bangladesh	SPD	Bangladesh	RJH
4H	Bangladesh	ZYL	Bangladesh	DAC
4K	Canada	YGZ	Canada	YRB
4K	Canada	YRB	Canada	YGZ
4M	United States	DFW	Argentina	EZE
4M	Argentina	EZE	United States	DFW
4M	Argentina	EZE	United States	JFK
4M	Argentina	EZE	United States	MIA
4M	Argentina	EZE	Dominican Republic	PUJ
4M	United States	JFK	Argentina	EZE
4M	United States	MIA	Argentina	EZE
4M	United States	MIA	Dominican Republic	PUJ
4M	Dominican Republic	PUJ	Argentina	EZE
4M	Dominican Republic	PUJ	United States	MIA
4N	Canada	YEG	Canada	YXY
4N	Canada	YLW	Canada	YVR
4N	Canada	YLW	Canada	YXY
4N	Canada	YOW	Canada	YZF
4N	Canada	YVR	Canada	YLW
4N	Canada	YVR	Canada	YXY
4N	Canada	YXY	Canada	YLW
4N	Canada	YXY	Canada	YVR
4N	Canada	YXY	Canada	YYC
4N	Canada	YXY	Canada	YZF
4N	Canada	YYC	Canada	YEG
4N	Canada	YZF	Canada	YOW
4N	Canada	YZF	Canada	YXY
4O	Mexico	ACA	Mexico	MEX
4O	Mexico	ACA	Mexico	TLC
4O	Mexico	AGU	Mexico	MEX
4O	Colombia	BOG	Mexico	MEX
4O	Mexico	CEN	Mexico	MEX
4O	Mexico	CJS	Mexico	MEX
4O	Mexico	CME	Mexico	MEX
4O	Mexico	CPE	Mexico	MEX
4O	Mexico	CTM	Mexico	MEX
4O	Mexico	CUL	Mexico	MEX
4O	Mexico	CUN	Mexico	MEX
4O	Mexico	CUN	Mexico	MTY
4O	Mexico	CUN	Mexico	TLC
4O	Mexico	CUU	Mexico	MEX
4O	Mexico	CZM	Mexico	MEX
4O	Mexico	GDL	Mexico	MEX
4O	Mexico	GDL	Mexico	MTY
4O	Mexico	GDL	United States	SAT
4O	Mexico	GDL	Mexico	SJD
4O	Mexico	GDL	United States	SNA
4O	Mexico	GDL	Mexico	TIJ
4O	Guatemala	GUA	Mexico	MEX
4O	Cuba	HAV	Mexico	MEX
4O	Mexico	HMO	Mexico	MEX
4O	Mexico	HUX	Mexico	MEX
4O	United States	JFK	Mexico	MEX
4O	Mexico	LAP	Mexico	MEX
4O	United States	LAS	Mexico	MTY
4O	United States	LAS	Mexico	TLC
4O	Mexico	MEX	Mexico	ACA
4O	Mexico	MEX	Mexico	AGU
4O	Mexico	MEX	Colombia	BOG
4O	Mexico	MEX	Mexico	CEN
4O	Mexico	MEX	Mexico	CJS
4O	Mexico	MEX	Mexico	CME
4O	Mexico	MEX	Mexico	CPE
4O	Mexico	MEX	Mexico	CTM
4O	Mexico	MEX	Mexico	CUL
4O	Mexico	MEX	Mexico	CUN
4O	Mexico	MEX	Mexico	CUU
4O	Mexico	MEX	Mexico	CZM
4O	Mexico	MEX	Mexico	GDL
4O	Mexico	MEX	Guatemala	GUA
4O	Mexico	MEX	Cuba	HAV
4O	Mexico	MEX	Mexico	HMO
4O	Mexico	MEX	Mexico	HUX
4O	Mexico	MEX	United States	JFK
4O	Mexico	MEX	Mexico	LAP
4O	Mexico	MEX	United States	MIA
4O	Mexico	MEX	Mexico	MID
4O	Mexico	MEX	Mexico	MTT
4O	Mexico	MEX	Mexico	MTY
4O	Mexico	MEX	Mexico	MZT
4O	Mexico	MEX	Mexico	OAX
4O	Mexico	MEX	Mexico	PQM
4O	Mexico	MEX	Mexico	PVR
4O	Mexico	MEX	Mexico	REX
4O	Mexico	MEX	United States	SAT
4O	Mexico	MEX	Mexico	SJD
4O	Mexico	MEX	Costa Rica	SJO
4O	Mexico	MEX	United States	SNA
4O	Mexico	MEX	Mexico	TAM
4O	Mexico	MEX	Mexico	TGZ
4O	Mexico	MEX	Mexico	TIJ
4O	Mexico	MEX	Mexico	TRC
4O	Mexico	MEX	Mexico	VER
4O	Mexico	MEX	Mexico	VSA
4O	Mexico	MEX	Mexico	ZCL
4O	Mexico	MEX	Mexico	ZIH
4O	Mexico	MEX	Mexico	ZLO
4O	United States	MIA	Mexico	MEX
4O	Mexico	MID	Mexico	MEX
4O	Mexico	MTT	Mexico	MEX
4O	Mexico	MTY	Mexico	CUN
4O	Mexico	MTY	Mexico	GDL
4O	Mexico	MTY	United States	LAS
4O	Mexico	MTY	Mexico	MEX
4O	Mexico	MTY	United States	SAT
4O	Mexico	MTY	Mexico	TLC
4O	Mexico	MZT	Mexico	MEX
4O	Mexico	OAX	Mexico	MEX
4O	Mexico	PQM	Mexico	MEX
4O	Mexico	PVR	Mexico	MEX
4O	Mexico	PVR	Mexico	TLC
4O	Mexico	REX	Mexico	MEX
4O	United States	SAT	Mexico	GDL
4O	United States	SAT	Mexico	MEX
4O	United States	SAT	Mexico	MTY
4O	United States	SAT	Mexico	TLC
4O	Mexico	SJD	Mexico	GDL
4O	Mexico	SJD	Mexico	MEX
4O	Mexico	SJD	Mexico	TLC
4O	Costa Rica	SJO	Mexico	MEX
4O	United States	SNA	Mexico	GDL
4O	United States	SNA	Mexico	MEX
4O	Mexico	TAM	Mexico	MEX
4O	Mexico	TGZ	Mexico	MEX
4O	Mexico	TIJ	Mexico	GDL
4O	Mexico	TIJ	Mexico	MEX
4O	Mexico	TLC	Mexico	ACA
4O	Mexico	TLC	Mexico	CUN
4O	Mexico	TLC	United States	LAS
4O	Mexico	TLC	Mexico	MTY
4O	Mexico	TLC	Mexico	PVR
4O	Mexico	TLC	United States	SAT
4O	Mexico	TLC	Mexico	SJD
4O	Mexico	TLC	Mexico	ZIH
4O	Mexico	TRC	Mexico	MEX
4O	Mexico	VER	Mexico	MEX
4O	Mexico	VSA	Mexico	MEX
4O	Mexico	ZCL	Mexico	MEX
4O	Mexico	ZIH	Mexico	MEX
4O	Mexico	ZIH	Mexico	TLC
4O	Mexico	ZLO	Mexico	MEX
4Q	India	DEL	Afghanistan	HEA
4Q	India	DEL	Afghanistan	KBL
4Q	United Arab Emirates	DXB	Afghanistan	KBL
4Q	Afghanistan	HEA	India	DEL
4Q	Afghanistan	HEA	Pakistan	ISB
4Q	Afghanistan	HEA	Afghanistan	KBL
4Q	Pakistan	ISB	Afghanistan	HEA
4Q	Pakistan	ISB	Afghanistan	KBL
4Q	Afghanistan	KBL	India	DEL
4Q	Afghanistan	KBL	United Arab Emirates	DXB
4Q	Afghanistan	KBL	Afghanistan	HEA
4Q	Afghanistan	KBL	Pakistan	ISB
4Q	Afghanistan	KBL	Afghanistan	MZR
4Q	Afghanistan	MZR	Afghanistan	KBL
4T	Turkey	AYT	Switzerland	ZRH
4T	France	BSL	Egypt	HRG
4T	Egypt	HRG	France	BSL
4T	Egypt	HRG	Switzerland	ZRH
4T	Serbia	PRN	Switzerland	ZRH
4T	Egypt	RMF	Switzerland	ZRH
4T	Macedonia	SKP	Switzerland	ZRH
4T	Switzerland	ZRH	Turkey	AYT
4T	Switzerland	ZRH	Egypt	HRG
4T	Switzerland	ZRH	Serbia	PRN
4T	Switzerland	ZRH	Egypt	RMF
4T	Switzerland	ZRH	Macedonia	SKP
4U	Spain	AGP	Germany	STR
4U	Spain	AGP	Germany	TXL
4U	Algeria	ALG	Germany	CGN
4U	Netherlands	AMS	Germany	HAM
4U	Italy	AOI	Germany	DUS
4U	Italy	AOI	Germany	TXL
4U	Sweden	ARN	Germany	CGN
4U	Sweden	ARN	Germany	DUS
4U	Sweden	ARN	Germany	HAM
4U	Greece	ATH	Germany	CGN
4U	Greece	ATH	Germany	STR
4U	Turkey	AYT	Germany	CGN
4U	Spain	BCN	Germany	CGN
4U	Spain	BCN	Germany	DUS
4U	Spain	BCN	Germany	HAJ
4U	Spain	BCN	Germany	HAM
4U	Spain	BCN	Germany	STR
4U	Italy	BDS	Germany	STR
4U	Serbia	BEG	Germany	STR
4U	Norway	BGO	Germany	HAM
4U	United Kingdom	BHX	Germany	HAM
4U	United Kingdom	BHX	Germany	TXL
4U	France	BIA	Germany	CGN
4U	France	BIA	Germany	DUS
4U	France	BIA	Germany	HAM
4U	France	BIA	Germany	STR
4U	France	BIA	Germany	TXL
4U	Spain	BIO	Germany	DUS
4U	Spain	BIO	Germany	STR
4U	Italy	BLQ	Germany	CGN
4U	Italy	BLQ	Germany	TXL
4U	Germany	BRE	Germany	STR
4U	Italy	BRI	Germany	CGN
4U	Italy	BRI	Germany	DUS
4U	Italy	BRI	Germany	STR
4U	Belgium	BRU	Germany	STR
4U	France	BSL	Germany	DUS
4U	Hungary	BUD	Germany	CGN
4U	Hungary	BUD	Germany	HAM
4U	Hungary	BUD	Germany	STR
4U	Italy	CAG	Germany	CGN
4U	Italy	CAG	Germany	DUS
4U	Italy	CAG	Germany	STR
4U	France	CDG	Germany	HAM
4U	Greece	CFU	Germany	CGN
4U	Greece	CFU	Germany	DRS
4U	Greece	CFU	Germany	STR
4U	Germany	CGN	Algeria	ALG
4U	Germany	CGN	Sweden	ARN
4U	Germany	CGN	Greece	ATH
4U	Germany	CGN	Turkey	AYT
4U	Germany	CGN	Spain	BCN
4U	Germany	CGN	France	BIA
4U	Germany	CGN	Italy	BLQ
4U	Germany	CGN	Italy	BRI
4U	Germany	CGN	Hungary	BUD
4U	Germany	CGN	Italy	CAG
4U	Germany	CGN	Greece	CFU
4U	Germany	CGN	France	CLY
4U	Germany	CGN	Italy	CTA
4U	Germany	CGN	Croatia	DBV
4U	Germany	CGN	Germany	DRS
4U	Germany	CGN	Ireland	DUB
4U	Germany	CGN	United Kingdom	EDI
4U	Germany	CGN	Portugal	FAO
4U	Germany	CGN	Italy	FCO
4U	Germany	CGN	Germany	FDH
4U	Germany	CGN	Germany	HAM
4U	Germany	CGN	Germany	HDF
4U	Germany	CGN	Greece	HER
4U	Germany	CGN	Spain	IBZ
4U	Germany	CGN	Greece	JMK
4U	Germany	CGN	Greece	JTR
4U	Germany	CGN	Greece	KGS
4U	Germany	CGN	Austria	KLU
4U	Germany	CGN	Greece	KVA
4U	Germany	CGN	Germany	LEJ
4U	Germany	CGN	United Kingdom	LHR
4U	Germany	CGN	Portugal	LIS
4U	Germany	CGN	Spain	LPA
4U	Germany	CGN	United Kingdom	MAN
4U	Germany	CGN	Italy	MXP
4U	Germany	CGN	Italy	NAP
4U	Germany	CGN	France	NCE
4U	Germany	CGN	Morocco	NDR
4U	Germany	CGN	Italy	OLB
4U	Germany	CGN	Spain	PMI
4U	Germany	CGN	Italy	PMO
4U	Germany	CGN	Czech Republic	PRG
4U	Germany	CGN	Italy	PSA
4U	Germany	CGN	Croatia	PUY
4U	Germany	CGN	Morocco	RAK
4U	Germany	CGN	Greece	RHO
4U	Germany	CGN	Croatia	RJK
4U	Germany	CGN	Germany	RLG
4U	Germany	CGN	Turkey	SAW
4U	Germany	CGN	Bosnia and Herzegovina	SJJ
4U	Germany	CGN	Greece	SKG
4U	Germany	CGN	Croatia	SPU
4U	Germany	CGN	United Kingdom	STN
4U	Germany	CGN	Italy	SUF
4U	Germany	CGN	Austria	SZG
4U	Germany	CGN	Israel	TLV
4U	Germany	CGN	Tunisia	TUN
4U	Germany	CGN	Germany	TXL
4U	Germany	CGN	Italy	VCE
4U	Germany	CGN	Austria	VIE
4U	Germany	CGN	Italy	VRN
4U	Germany	CGN	Poland	WAW
4U	Germany	CGN	Spain	XRY
4U	Germany	CGN	Croatia	ZAD
4U	Germany	CGN	Croatia	ZAG
4U	Germany	CGN	Switzerland	ZRH
4U	France	CLY	Germany	CGN
4U	Italy	CTA	Germany	CGN
4U	Italy	CTA	Germany	DUS
4U	Italy	CTA	Germany	HAJ
4U	Italy	CTA	Germany	HAM
4U	Italy	CTA	Germany	STR
4U	Italy	CTA	Germany	TXL
4U	United Kingdom	CWL	Germany	DUS
4U	Croatia	DBV	Germany	CGN
4U	Croatia	DBV	Germany	DUS
4U	Croatia	DBV	Germany	HAJ
4U	Croatia	DBV	Germany	HAM
4U	Croatia	DBV	Germany	STR
4U	Croatia	DBV	Germany	TXL
4U	Germany	DRS	Greece	CFU
4U	Germany	DRS	Germany	CGN
4U	Germany	DRS	Germany	DUS
4U	Germany	DRS	Germany	STR
4U	Germany	DTM	Germany	HDF
4U	Germany	DTM	Germany	MUC
4U	Germany	DTM	Spain	PMI
4U	Germany	DTM	Turkey	SAW
4U	Germany	DTM	Croatia	SPU
4U	Ireland	DUB	Germany	CGN
4U	Ireland	DUB	Germany	DUS
4U	Germany	DUS	Italy	AOI
4U	Germany	DUS	Sweden	ARN
4U	Germany	DUS	Spain	BCN
4U	Germany	DUS	France	BIA
4U	Germany	DUS	Spain	BIO
4U	Germany	DUS	Italy	BRI
4U	Germany	DUS	France	BSL
4U	Germany	DUS	Italy	CAG
4U	Germany	DUS	Italy	CTA
4U	Germany	DUS	United Kingdom	CWL
4U	Germany	DUS	Croatia	DBV
4U	Germany	DUS	Germany	DRS
4U	Germany	DUS	Ireland	DUB
4U	Germany	DUS	Switzerland	GVA
4U	Germany	DUS	Germany	HDF
4U	Germany	DUS	Greece	HER
4U	Germany	DUS	Spain	IBZ
4U	Germany	DUS	Poland	KTW
4U	Germany	DUS	Germany	LEJ
4U	Germany	DUS	France	LYS
4U	Germany	DUS	Spain	MAD
4U	Germany	DUS	France	MPL
4U	Germany	DUS	Italy	MXP
4U	Germany	DUS	United Kingdom	NQY
4U	Germany	DUS	Germany	NUE
4U	Germany	DUS	Italy	OLB
4U	Germany	DUS	Spain	PMI
4U	Germany	DUS	Poland	POZ
4U	Germany	DUS	Czech Republic	PRG
4U	Germany	DUS	Serbia	PRN
4U	Germany	DUS	Greece	SKG
4U	Germany	DUS	Croatia	SPU
4U	Germany	DUS	Italy	SUF
4U	Germany	DUS	Italy	TRN
4U	Germany	DUS	Italy	VCE
4U	Germany	DUS	Poland	WAW
4U	Germany	DUS	Poland	WRO
4U	Germany	DUS	Croatia	ZAD
4U	United Kingdom	EDI	Germany	CGN
4U	Portugal	FAO	Germany	CGN
4U	Portugal	FAO	Germany	HAM
4U	Portugal	FAO	Germany	STR
4U	Italy	FCO	Germany	CGN
4U	Italy	FCO	Germany	HAJ
4U	Italy	FCO	Germany	HAM
4U	Italy	FCO	Germany	STR
4U	Italy	FCO	Germany	TXL
4U	Germany	FDH	Germany	CGN
4U	Germany	FKB	Germany	HAM
4U	Germany	FMM	Germany	HAM
4U	Germany	FMM	Germany	TXL
4U	Germany	FRA	Germany	HDF
4U	Switzerland	GVA	Germany	DUS
4U	Switzerland	GVA	Germany	HAM
4U	Germany	HAJ	Spain	BCN
4U	Germany	HAJ	Italy	CTA
4U	Germany	HAJ	Croatia	DBV
4U	Germany	HAJ	Italy	FCO
4U	Germany	HAJ	Greece	HER
4U	Germany	HAJ	Italy	MXP
4U	Germany	HAJ	Italy	NAP
4U	Germany	HAJ	Spain	PMI
4U	Germany	HAJ	Serbia	PRN
4U	Germany	HAJ	Turkey	SAW
4U	Germany	HAJ	Greece	SKG
4U	Germany	HAJ	Croatia	SPU
4U	Germany	HAJ	United Kingdom	STN
4U	Germany	HAJ	Germany	STR
4U	Germany	HAJ	Italy	SUF
4U	Germany	HAJ	Italy	VCE
4U	Germany	HAJ	Austria	VIE
4U	Germany	HAM	Netherlands	AMS
4U	Germany	HAM	Sweden	ARN
4U	Germany	HAM	Spain	BCN
4U	Germany	HAM	Norway	BGO
4U	Germany	HAM	United Kingdom	BHX
4U	Germany	HAM	France	BIA
4U	Germany	HAM	Hungary	BUD
4U	Germany	HAM	France	CDG
4U	Germany	HAM	Germany	CGN
4U	Germany	HAM	Italy	CTA
4U	Germany	HAM	Croatia	DBV
4U	Germany	HAM	Portugal	FAO
4U	Germany	HAM	Italy	FCO
4U	Germany	HAM	Germany	FKB
4U	Germany	HAM	Germany	FMM
4U	Germany	HAM	Switzerland	GVA
4U	Germany	HAM	Greece	HER
4U	Germany	HAM	Austria	KLU
4U	Germany	HAM	United Kingdom	LHR
4U	Germany	HAM	Spain	MAD
4U	Germany	HAM	United Kingdom	MAN
4U	Germany	HAM	Italy	MXP
4U	Germany	HAM	Italy	NAP
4U	Germany	HAM	France	NCE
4U	Germany	HAM	Germany	NUE
4U	Germany	HAM	Italy	OLB
4U	Germany	HAM	Norway	OSL
4U	Germany	HAM	Spain	PMI
4U	Germany	HAM	Czech Republic	PRG
4U	Germany	HAM	Serbia	PRN
4U	Germany	HAM	Croatia	RJK
4U	Germany	HAM	Turkey	SAW
4U	Germany	HAM	Greece	SKG
